TG,TF,promoter,TFbs,coef,mse
ST6GALNAC5,NFE2L1,chr1:76864980-76869979,promoter,-0.25076264661252273,52.26393329063412
ST6GALNAC5,RFX1,chr1:76864980-76869979,promoter,0.3567119028361021,52.26393329063412
ST6GALNAC5,ZNF675,chr1:76864980-76869979,promoter,0.5327381573726946,52.26393329063412
ST6GALNAC5,ZNF382,chr1:76864980-76869979,promoter,0.7042712766643908,52.26393329063412
ST6GALNAC5,POU2F2,chr1:76864980-76869979,promoter,0.24769360745855964,52.26393329063412
ST6GALNAC5,ZNF528,chr1:76864980-76869979,promoter,0.3752248188806255,52.26393329063412
ST6GALNAC5,ZNF320,chr1:76864980-76869979,promoter,0.3256736429442769,52.26393329063412
ST6GALNAC5,ZNF211,chr1:76864980-76869979,promoter,0.340190197597748,52.26393329063412
ST6GALNAC5,ZNF274,chr1:76864980-76869979,promoter,0.29562173967357297,52.26393329063412
ST6GALNAC5,ZNF8,chr1:76864980-76869979,promoter,0.8646159356881111,52.26393329063412
ST6GALNAC5,ZKSCAN3,chr1:76864980-76869979,promoter,0.5542098668709519,52.26393329063412
ST6GALNAC5,ONECUT1,chr1:76864980-76869979,promoter,0.42731840247915126,52.26393329063412
ADGRL2,GLIS1,chr1:81797876-81802875,promoter,0.5752389342215305,36.60434659435917
ADGRL2,POU2F1,chr1:81797876-81802875,promoter,0.22756781589628036,36.60434659435917
ADGRL2,TCF7L1,chr1:81797876-81802875,promoter,-0.8556142258831335,36.60434659435917
ADGRL2,PPARG,chr1:81797876-81802875,promoter,-0.22819114091427317,36.60434659435917
ADGRL2,THRB,chr1:81797876-81802875,promoter,0.13280098070281388,36.60434659435917
ADGRL2,FOXP1,chr1:81797876-81802875,promoter,0.3807777539701934,36.60434659435917
ADGRL2,NFKB1,chr1:81797876-81802875,promoter,0.6610615973614143,36.60434659435917
ADGRL2,NR2F1,chr1:81797876-81802875,promoter,-0.2425727042636256,36.60434659435917
ADGRL2,ZNF354A,chr1:81797876-81802875,promoter,-0.45032543121273894,36.60434659435917
ADGRL2,ZSCAN31,chr1:81797876-81802875,promoter,0.442486091029062,36.60434659435917
ADGRL2,PPARD,chr1:81797876-81802875,promoter,0.4282502564258986,36.60434659435917
ADGRL2,ESR1,chr1:81797876-81802875,promoter,1.370929209824784,36.60434659435917
ADGRL2,ETV1,chr1:81797876-81802875,promoter,-0.37001420698884213,36.60434659435917
ADGRL2,ZNF282,chr1:81797876-81802875,promoter,0.08052858400561898,36.60434659435917
ADGRL2,PLAG1,chr1:81797876-81802875,promoter,0.3534370548866955,36.60434659435917
ADGRL2,RFX3,chr1:81797876-81802875,promoter,0.07906810725963916,36.60434659435917
ADGRL2,GLIS3,chr1:81797876-81802875,promoter,0.07797247900183224,36.60434659435917
ADGRL2,NFIB,chr1:81797876-81802875,promoter,-0.5131253045212093,36.60434659435917
ADGRL2,RXRA,chr1:81797876-81802875,promoter,0.03522639796377223,36.60434659435917
ADGRL2,SP1,chr1:81797876-81802875,promoter,1.015860307446372,36.60434659435917
ADGRL2,STAT2,chr1:81797876-81802875,promoter,0.28046748314394937,36.60434659435917
ADGRL2,ZNF410,chr1:81797876-81802875,promoter,0.19909916912321554,36.60434659435917
ADGRL2,MEF2A,chr1:81797876-81802875,promoter,0.2825454433089612,36.60434659435917
ADGRL2,ZNF768,chr1:81797876-81802875,promoter,0.11559611712747427,36.60434659435917
ADGRL2,CTCF,chr1:81797876-81802875,promoter,0.342353685423666,36.60434659435917
ADGRL2,RFX2,chr1:81797876-81802875,promoter,0.6605195885149384,36.60434659435917
ADGRL2,ZNF675,chr1:81797876-81802875,promoter,-0.0033606900250056143,36.60434659435917
ADGRL2,POU2F2,chr1:81797876-81802875,promoter,0.41696439744274233,36.60434659435917
ADGRL2,ZNF528,chr1:81797876-81802875,promoter,0.26105310345635074,36.60434659435917
ADGRL2,ZNF8,chr1:81797876-81802875,promoter,0.468688780781166,36.60434659435917
DDAH1,POU2F1,chr1:85575864-85580863,promoter,0.13138880921933993,2.377740249238952
DDAH1,ZNF281,chr1:85575864-85580863,promoter,-0.08235498343880106,2.377740249238952
DDAH1,EGR4,chr1:85575864-85580863,promoter,0.11041750720445243,2.377740249238952
DDAH1,REST,chr1:85575864-85580863,promoter,0.3915850840948887,2.377740249238952
DDAH1,EGR1,chr1:85575864-85580863,promoter,0.0998001638624183,2.377740249238952
DDAH1,EBF1,chr1:85575864-85580863,promoter,-0.009359782654488545,2.377740249238952
DDAH1,ZNF354A,chr1:85575864-85580863,promoter,0.06871394624599196,2.377740249238952
DDAH1,ZNF454,chr1:85575864-85580863,promoter,0.13805562735993973,2.377740249238952
DDAH1,RREB1,chr1:85575864-85580863,promoter,0.5248584933392385,2.377740249238952
DDAH1,SOX4,chr1:85575864-85580863,promoter,0.27783489717930704,2.377740249238952
DDAH1,NFYA,chr1:85575864-85580863,promoter,-0.1727895811011344,2.377740249238952
DDAH1,HSF2,chr1:85575864-85580863,promoter,0.1444019785755607,2.377740249238952
DDAH1,MAFK,chr1:85575864-85580863,promoter,-0.060697754126906825,2.377740249238952
DDAH1,ETV1,chr1:85575864-85580863,promoter,0.2935934785068092,2.377740249238952
DDAH1,ZNF680,chr1:85575864-85580863,promoter,0.16420445447396298,2.377740249238952
DDAH1,ZNF282,chr1:85575864-85580863,promoter,0.09438503550860648,2.377740249238952
DDAH1,EGR3,chr1:85575864-85580863,promoter,-0.1614779669236132,2.377740249238952
DDAH1,PLAG1,chr1:85575864-85580863,promoter,0.3027816060620598,2.377740249238952
DDAH1,ZNF16,chr1:85575864-85580863,promoter,-0.05699130160000694,2.377740249238952
DDAH1,NFIB,chr1:85575864-85580863,promoter,0.15295860547103374,2.377740249238952
DDAH1,KLF9,chr1:85575864-85580863,promoter,0.1121622120558829,2.377740249238952
DDAH1,PBX3,chr1:85575864-85580863,promoter,0.2241006474814989,2.377740249238952
DDAH1,SPI1,chr1:85575864-85580863,promoter,0.08773683632396682,2.377740249238952
DDAH1,PKNOX2,chr1:85575864-85580863,promoter,0.012263409943618464,2.377740249238952
DDAH1,ZNF740,chr1:85575864-85580863,promoter,0.0015211787538379224,2.377740249238952
DDAH1,RFX4,chr1:85575864-85580863,promoter,-0.03256878243851235,2.377740249238952
DDAH1,ZNF140,chr1:85575864-85580863,promoter,-0.01920481187560012,2.377740249238952
DDAH1,ZNF410,chr1:85575864-85580863,promoter,0.1635046368193064,2.377740249238952
DDAH1,ZNF263,chr1:85575864-85580863,promoter,0.08791844704065299,2.377740249238952
DDAH1,TFAP4,chr1:85575864-85580863,promoter,0.03609975127001176,2.377740249238952
DDAH1,ZNF768,chr1:85575864-85580863,promoter,-0.004034223320021847,2.377740249238952
DDAH1,CTCF,chr1:85575864-85580863,promoter,0.15999054051301542,2.377740249238952
DDAH1,THAP11,chr1:85575864-85580863,promoter,-0.06412759718635253,2.377740249238952
DDAH1,THRA,chr1:85575864-85580863,promoter,-0.026424541341511117,2.377740249238952
DDAH1,SP2,chr1:85575864-85580863,promoter,-0.05937984548126525,2.377740249238952
DDAH1,ZNF24,chr1:85575864-85580863,promoter,-0.008563830555899894,2.377740249238952
DDAH1,ONECUT2,chr1:85575864-85580863,promoter,0.015039482693299104,2.377740249238952
DDAH1,ZNF136,chr1:85575864-85580863,promoter,-0.13806059747857188,2.377740249238952
DDAH1,ZNF682,chr1:85575864-85580863,promoter,0.27488776494033307,2.377740249238952
DDAH1,ZNF675,chr1:85575864-85580863,promoter,0.07175217415111672,2.377740249238952
DDAH1,ZFP14,chr1:85575864-85580863,promoter,0.026078022061732542,2.377740249238952
DDAH1,ZNF382,chr1:85575864-85580863,promoter,0.06597646595897061,2.377740249238952
DDAH1,POU2F2,chr1:85575864-85580863,promoter,-0.009863689437984775,2.377740249238952
DDAH1,ERF,chr1:85575864-85580863,promoter,-0.010448380695026781,2.377740249238952
DDAH1,ZNF701,chr1:85575864-85580863,promoter,0.058812780789414515,2.377740249238952
DDAH1,ZNF320,chr1:85575864-85580863,promoter,0.09528915041167506,2.377740249238952
DDAH1,ZNF211,chr1:85575864-85580863,promoter,0.0640780506007065,2.377740249238952
DDAH1,PKNOX1,chr1:85575864-85580863,promoter,0.08209238699643209,2.377740249238952
DDAH1,ELK1,chr1:85575864-85580863,promoter,-0.1378494380025285,2.377740249238952
DDAH1,NRL,chr1:85575864-85580863,promoter,1.1226482000601,2.377740249238952
DDAH1,ONECUT1,chr1:85575864-85580863,promoter,1.542491398116976,2.377740249238952
DDAH1,ZNF93,chr1:85575864-85580863,promoter,-0.2645849359262304,2.377740249238952
DDAH1,ZNF574,chr1:85575864-85580863,promoter,-0.12912872077654095,2.377740249238952
DDAH1,ZNF582,chr1:85575864-85580863,promoter,0.03183121909118819,2.377740249238952
DDAH1,ZNF460,chr1:85575864-85580863,promoter,-0.311531173721011,2.377740249238952
DDAH1,ZNF530,chr1:85575864-85580863,promoter,-0.09110347622047382,2.377740249238952
CCN1,MTF1,chr1:85578261-85583260,promoter,0.003503340078175971,0.020434660255351938
CCN1,POU2F1,chr1:85578261-85583260,promoter,9.970032757726103e-4,0.020434660255351938
CCN1,STAT1,chr1:85578261-85583260,promoter,0.006335424745240457,0.020434660255351938
CCN1,PPARG,chr1:85578261-85583260,promoter,0.0012843955911472729,0.020434660255351938
CCN1,ZNF148,chr1:85578261-85583260,promoter,-3.5666279294157275e-4,0.020434660255351938
CCN1,SOX2,chr1:85578261-85583260,promoter,-0.0018225826064148351,0.020434660255351938
CCN1,REST,chr1:85578261-85583260,promoter,-0.0012226695441555778,0.020434660255351938
CCN1,IRF2,chr1:85578261-85583260,promoter,0.003338872146613983,0.020434660255351938
CCN1,NR2F1,chr1:85578261-85583260,promoter,0.0014029926732788093,0.020434660255351938
CCN1,EGR1,chr1:85578261-85583260,promoter,0.037246042954495594,0.020434660255351938
CCN1,EBF1,chr1:85578261-85583260,promoter,6.824885098901389e-4,0.020434660255351938
CCN1,ZNF454,chr1:85578261-85583260,promoter,8.986481966907539e-4,0.020434660255351938
CCN1,RREB1,chr1:85578261-85583260,promoter,2.661197681118608e-4,0.020434660255351938
CCN1,NFYA,chr1:85578261-85583260,promoter,0.0022350545013960664,0.020434660255351938
CCN1,SRF,chr1:85578261-85583260,promoter,0.0011850390300026524,0.020434660255351938
CCN1,RUNX2,chr1:85578261-85583260,promoter,-0.00492972580400894,0.020434660255351938
CCN1,PRDM1,chr1:85578261-85583260,promoter,-0.0016214576650097129,0.020434660255351938
CCN1,ESR1,chr1:85578261-85583260,promoter,-0.0011354287074360945,0.020434660255351938
CCN1,MAFK,chr1:85578261-85583260,promoter,0.0017884437042266462,0.020434660255351938
CCN1,PLAG1,chr1:85578261-85583260,promoter,0.0025662274389621344,0.020434660255351938
CCN1,HSF1,chr1:85578261-85583260,promoter,-0.0016776367177805873,0.020434660255351938
CCN1,SCRT1,chr1:85578261-85583260,promoter,0.008151345260619143,0.020434660255351938
CCN1,ZNF16,chr1:85578261-85583260,promoter,0.0015077728867557941,0.020434660255351938
CCN1,KLF9,chr1:85578261-85583260,promoter,-9.007627929935738e-4,0.020434660255351938
CCN1,PBX3,chr1:85578261-85583260,promoter,-0.0023374115088006368,0.020434660255351938
CCN1,RXRA,chr1:85578261-85583260,promoter,-0.003948683529220312,0.020434660255351938
CCN1,SPI1,chr1:85578261-85583260,promoter,0.0023847870490869196,0.020434660255351938
CCN1,PKNOX2,chr1:85578261-85583260,promoter,-0.0013322700413293757,0.020434660255351938
CCN1,ZNF740,chr1:85578261-85583260,promoter,-0.007438516227305466,0.020434660255351938
CCN1,STAT2,chr1:85578261-85583260,promoter,3.7585087582698857e-4,0.020434660255351938
CCN1,ZNF263,chr1:85578261-85583260,promoter,0.0037206636285588945,0.020434660255351938
CCN1,CTCF,chr1:85578261-85583260,promoter,-0.0021367875347155126,0.020434660255351938
CCN1,THAP11,chr1:85578261-85583260,promoter,-0.005126586140974247,0.020434660255351938
CCN1,TP53,chr1:85578261-85583260,promoter,-3.8640251510445366e-4,0.020434660255351938
CCN1,RARA,chr1:85578261-85583260,promoter,0.0010240270339556218,0.020434660255351938
CCN1,SP2,chr1:85578261-85583260,promoter,-0.0014125091519075542,0.020434660255351938
CCN1,MAFG,chr1:85578261-85583260,promoter,-0.003150649795377351,0.020434660255351938
CCN1,ZNF24,chr1:85578261-85583260,promoter,0.003073498012474991,0.020434660255351938
CCN1,NFIC,chr1:85578261-85583260,promoter,5.268872726335705e-4,0.020434660255351938
CCN1,ZNF136,chr1:85578261-85583260,promoter,-0.002931487292736255,0.020434660255351938
CCN1,ZNF682,chr1:85578261-85583260,promoter,-0.004597647597023342,0.020434660255351938
CCN1,ZNF675,chr1:85578261-85583260,promoter,-0.003342806231445728,0.020434660255351938
CCN1,ZNF382,chr1:85578261-85583260,promoter,-9.758434326963187e-4,0.020434660255351938
CCN1,POU2F2,chr1:85578261-85583260,promoter,-0.001462302574501151,0.020434660255351938
CCN1,ERF,chr1:85578261-85583260,promoter,0.0033654936708798606,0.020434660255351938
CCN1,ZNF320,chr1:85578261-85583260,promoter,-0.0010064516709844904,0.020434660255351938
CCN1,ZNF211,chr1:85578261-85583260,promoter,-0.00466672347220717,0.020434660255351938
CCN1,ZNF417,chr1:85578261-85583260,promoter,-0.002691602289452428,0.020434660255351938
CCN1,ZNF324,chr1:85578261-85583260,promoter,-0.0029403237170550203,0.020434660255351938
CCN1,PKNOX1,chr1:85578261-85583260,promoter,0.0015261803306873718,0.020434660255351938
CCN1,PATZ1,chr1:85578261-85583260,promoter,-0.0051464044559020004,0.020434660255351938
CCN1,MAFF,chr1:85578261-85583260,promoter,0.0033288287772470235,0.020434660255351938
CCN1,SREBF2,chr1:85578261-85583260,promoter,0.0027966983249281493,0.020434660255351938
CCN1,NHLH2,chr1:85578261-85583260,promoter,-4.7444603195495507e-4,0.020434660255351938
CCN1,TP63,chr1:85578261-85583260,promoter,7.860314947451002e-4,0.020434660255351938
CCN1,IRF1,chr1:85578261-85583260,promoter,-4.3528820012360886e-4,0.020434660255351938
CCN1,ZNF707,chr1:85578261-85583260,promoter,-0.0029095155359036015,0.020434660255351938
CCN1,POU2F3,chr1:85578261-85583260,promoter,-2.866408033571844e-4,0.020434660255351938
CCN1,NRL,chr1:85578261-85583260,promoter,-0.0025694272412431192,0.020434660255351938
CCN1,ONECUT1,chr1:85578261-85583260,promoter,-0.00594818981841818,0.020434660255351938
CCN1,ZNF93,chr1:85578261-85583260,promoter,-8.301394227915543e-4,0.020434660255351938
CCN1,ZNF574,chr1:85578261-85583260,promoter,-7.90809085668559e-4,0.020434660255351938
CCN1,ZNF582,chr1:85578261-85583260,promoter,-0.0013343932628768378,0.020434660255351938
CCN1,ZNF460,chr1:85578261-85583260,promoter,-0.0028380927528275815,0.020434660255351938
CCN1,ZNF530,chr1:85578261-85583260,promoter,-7.893985522477033e-4,0.020434660255351938
CCN1,NR1I2,chr1:85578261-85583260,promoter,-3.210878693184423e-4,0.020434660255351938
HFM1,MEF2D,chr1:91402236-91407235,promoter,0.0016737295560622135,0.4185996035477803
HFM1,ATF6,chr1:91402236-91407235,promoter,0.004241562532128033,0.4185996035477803
HFM1,POU2F1,chr1:91402236-91407235,promoter,0.026998477105443716,0.4185996035477803
HFM1,THRB,chr1:91402236-91407235,promoter,0.006473557479442811,0.4185996035477803
HFM1,ETV5,chr1:91402236-91407235,promoter,0.0034576234441714778,0.4185996035477803
HFM1,NR3C2,chr1:91402236-91407235,promoter,-0.004617010145700334,0.4185996035477803
HFM1,MEF2C,chr1:91402236-91407235,promoter,1.8270994875970467e-4,0.4185996035477803
HFM1,ZNF354A,chr1:91402236-91407235,promoter,0.012239683605919717,0.4185996035477803
HFM1,NR6A1,chr1:91402236-91407235,promoter,0.0013268043484314215,0.4185996035477803
HFM1,STAT2,chr1:91402236-91407235,promoter,0.022773037136301508,0.4185996035477803
HFM1,MEF2A,chr1:91402236-91407235,promoter,0.02372606339814638,0.4185996035477803
HFM1,HSF4,chr1:91402236-91407235,promoter,0.0479239888874792,0.4185996035477803
HFM1,CTCF,chr1:91402236-91407235,promoter,0.04219193199250375,0.4185996035477803
HFM1,NR1D1,chr1:91402236-91407235,promoter,0.02228172315906219,0.4185996035477803
HFM1,ZNF136,chr1:91402236-91407235,promoter,0.041536810202291635,0.4185996035477803
MIR137HG,ATF6,chr1:98042755-98047754,promoter,0.2539169897855215,9.5218672117253
MIR137HG,POU2F1,chr1:98042755-98047754,promoter,0.23535442866508166,9.5218672117253
MIR137HG,THRB,chr1:98042755-98047754,promoter,0.1392381314032947,9.5218672117253
MIR137HG,ETV5,chr1:98042755-98047754,promoter,-0.14247118350551102,9.5218672117253
MIR137HG,EGR1,chr1:98042755-98047754,promoter,-0.07604596499170255,9.5218672117253
MIR137HG,E2F3,chr1:98042755-98047754,promoter,-0.03794987841816035,9.5218672117253
MIR137HG,ESR1,chr1:98042755-98047754,promoter,0.08600303542760888,9.5218672117253
MIR137HG,ETV1,chr1:98042755-98047754,promoter,0.07035174942857782,9.5218672117253
MIR137HG,SP4,chr1:98042755-98047754,promoter,0.16608367883924838,9.5218672117253
MIR137HG,RFX3,chr1:98042755-98047754,promoter,0.1417516078937145,9.5218672117253
MIR137HG,NR6A1,chr1:98042755-98047754,promoter,0.001899096679083371,9.5218672117253
MIR137HG,RFX4,chr1:98042755-98047754,promoter,-0.09704976942458593,9.5218672117253
MIR137HG,KLF13,chr1:98042755-98047754,promoter,-0.009045253963223344,9.5218672117253
MIR137HG,ZNF263,chr1:98042755-98047754,promoter,0.10300916586319965,9.5218672117253
MIR137HG,ZNF675,chr1:98042755-98047754,promoter,0.41955803038048706,9.5218672117253
MIR137HG,ZNF528,chr1:98042755-98047754,promoter,0.3324190397788393,9.5218672117253
MIR137HG,ZNF701,chr1:98042755-98047754,promoter,0.4139261795067937,9.5218672117253
MIR137HG,ZNF8,chr1:98042755-98047754,promoter,0.045204238235066564,9.5218672117253
MIR137HG,SREBF2,chr1:98042755-98047754,promoter,-0.0033357515516621,9.5218672117253
MIR137HG,ELK1,chr1:98042755-98047754,promoter,0.20179979898568462,9.5218672117253
PLPPR5,GLIS1,chr1:99001985-99006984,promoter,0.02018741599092331,0.9483405630030192
PLPPR5,ATF6,chr1:99001985-99006984,promoter,0.07695657183942722,0.9483405630030192
PLPPR5,POU2F1,chr1:99001985-99006984,promoter,0.06346193898203284,0.9483405630030192
PLPPR5,ZNF148,chr1:99001985-99006984,promoter,0.06871422996341452,0.9483405630030192
PLPPR5,NFKB1,chr1:99001985-99006984,promoter,0.018714913263686885,0.9483405630030192
PLPPR5,ZSCAN31,chr1:99001985-99006984,promoter,0.09025639513451227,0.9483405630030192
PLPPR5,BACH2,chr1:99001985-99006984,promoter,0.008183615506744481,0.9483405630030192
PLPPR5,ETV1,chr1:99001985-99006984,promoter,0.07140639414770389,0.9483405630030192
PLPPR5,SP4,chr1:99001985-99006984,promoter,0.038559361536078224,0.9483405630030192
PLPPR5,ZNF680,chr1:99001985-99006984,promoter,0.03688956363704491,0.9483405630030192
PLPPR5,GLIS3,chr1:99001985-99006984,promoter,0.02916328698306828,0.9483405630030192
PLPPR5,KLF9,chr1:99001985-99006984,promoter,0.007191944966715981,0.9483405630030192
PLPPR5,ZNF263,chr1:99001985-99006984,promoter,0.01970691638507442,0.9483405630030192
PLPPR5,CTCF,chr1:99001985-99006984,promoter,0.08505999057789129,0.9483405630030192
PLPPR5,ZNF24,chr1:99001985-99006984,promoter,0.02760932617734344,0.9483405630030192
PLPPR5,ONECUT2,chr1:99001985-99006984,promoter,0.014239787416812928,0.9483405630030192
PLPPR5,ZNF708,chr1:99001985-99006984,promoter,0.01893802021673305,0.9483405630030192
PLPPR5,ZNF135,chr1:99001985-99006984,promoter,0.0337144415676065,0.9483405630030192
PLPPR5,ZNF343,chr1:99001985-99006984,promoter,0.009542135200356886,0.9483405630030192
PLPPR4,MTF1,chr1:99261792-99266791,promoter,0.02470660855556519,1.078201972634355
PLPPR4,GLIS1,chr1:99261792-99266791,promoter,-0.06193396061662684,1.078201972634355
PLPPR4,JUN,chr1:99261792-99266791,promoter,0.18537872885412326,1.078201972634355
PLPPR4,POU2F1,chr1:99261792-99266791,promoter,0.06231594903822517,1.078201972634355
PLPPR4,PPARG,chr1:99261792-99266791,promoter,0.08807671476381247,1.078201972634355
PLPPR4,NR1D2,chr1:99261792-99266791,promoter,0.03321588815803429,1.078201972634355
PLPPR4,THRB,chr1:99261792-99266791,promoter,0.02658702242981786,1.078201972634355
PLPPR4,NR2F1,chr1:99261792-99266791,promoter,0.005269971224597645,1.078201972634355
PLPPR4,ZNF354A,chr1:99261792-99266791,promoter,0.127808207652714,1.078201972634355
PLPPR4,ZSCAN31,chr1:99261792-99266791,promoter,0.10117812869127576,1.078201972634355
PLPPR4,PPARD,chr1:99261792-99266791,promoter,0.007800417929834267,1.078201972634355
PLPPR4,BACH2,chr1:99261792-99266791,promoter,-0.021829012349536804,1.078201972634355
PLPPR4,ESR1,chr1:99261792-99266791,promoter,-0.053521735292490755,1.078201972634355
PLPPR4,SP4,chr1:99261792-99266791,promoter,0.0021080109943655955,1.078201972634355
PLPPR4,GLIS3,chr1:99261792-99266791,promoter,0.024769714011408643,1.078201972634355
PLPPR4,NFIB,chr1:99261792-99266791,promoter,0.03505852325400813,1.078201972634355
PLPPR4,KLF9,chr1:99261792-99266791,promoter,9.481029903004466e-4,1.078201972634355
PLPPR4,ZNF214,chr1:99261792-99266791,promoter,-0.07458605618362957,1.078201972634355
PLPPR4,ZNF143,chr1:99261792-99266791,promoter,-0.001844747098458028,1.078201972634355
PLPPR4,RORA,chr1:99261792-99266791,promoter,0.01293051421237261,1.078201972634355
PLPPR4,CTCF,chr1:99261792-99266791,promoter,0.012767808484946404,1.078201972634355
PLPPR4,THRA,chr1:99261792-99266791,promoter,0.07119718076293151,1.078201972634355
PLPPR4,NFE2L1,chr1:99261792-99266791,promoter,0.07661324434189064,1.078201972634355
PLPPR4,MAFG,chr1:99261792-99266791,promoter,0.08226883733569337,1.078201972634355
PLPPR4,NFIX,chr1:99261792-99266791,promoter,0.006267336717458534,1.078201972634355
PLPPR4,RFX1,chr1:99261792-99266791,promoter,0.008489635730523205,1.078201972634355
PLPPR4,JUND,chr1:99261792-99266791,promoter,0.004356224707204955,1.078201972634355
